Words,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Charged
howl,1,0,1,1,0,1,0,1,1,0,1
howsoever,0,0,0,0,0,0,0,0,0,0,0
hoy,0,0,0,0,0,0,0,0,0,0,0
hub,0,0,0,0,0,0,0,0,0,0,0
huddle,0,0,0,0,0,0,0,0,0,0,0
hue,0,0,0,0,0,0,0,0,0,0,0
huff,1,0,1,0,0,1,0,0,0,0,1
hug,0,0,0,0,1,0,1,0,0,1,1
huge,0,0,0,0,0,0,0,0,0,0,0
hulk,0,0,1,0,0,0,0,0,0,0,1
hull,0,0,0,0,0,0,0,0,0,0,0
hum,0,0,0,0,0,0,0,0,0,0,0
human,0,0,0,0,0,0,0,0,0,0,0
humane,0,0,0,0,0,0,1,0,0,0,1
humanitarian,0,1,0,0,1,0,1,0,1,1,1
humanities,0,0,0,0,0,0,0,0,0,0,0
humanity,0,0,0,0,1,0,1,0,0,1,1
humble,0,0,1,0,0,1,1,1,0,0,1
humbled,0,0,0,0,0,0,1,1,0,0,1
humbly,0,0,0,0,0,0,1,0,0,0,1
humbug,1,0,1,0,0,1,0,1,0,0,1
humid,0,0,0,0,0,0,0,0,0,0,0
humidity,0,0,0,0,0,0,0,0,0,0,0
humiliate,1,0,0,0,0,1,0,1,0,0,1
humiliating,0,0,1,0,0,1,0,0,0,0,1
humiliation,0,0,1,0,0,1,0,1,0,0,1
humility,0,0,0,0,0,0,1,0,0,1,1
hummer,0,0,0,0,0,0,0,0,0,0,0
hummingbird,0,0,0,0,0,0,0,0,0,0,0
humongous,0,0,0,0,0,0,0,0,0,0,0
humorist,0,0,0,0,0,0,1,0,0,0,1
humorous,0,0,0,0,1,0,1,0,0,0,1
hump,0,0,0,0,0,0,0,0,0,0,0
hunch,0,0,0,0,0,1,0,0,0,0,1
hundred,0,0,0,0,0,0,0,0,0,0,0
hundredth,0,0,0,0,0,0,0,0,0,0,0
hunger,0,0,0,0,0,0,0,0,0,0,0
hungry,0,1,0,0,0,1,0,0,0,0,1
hunk,0,0,0,0,0,0,0,0,0,0,0
hunks,0,0,0,0,0,0,0,0,0,0,0
hunt,0,0,0,0,0,0,0,0,0,0,0
hunter,0,1,0,1,0,1,0,1,0,0,1
hunting,1,1,0,1,0,1,0,0,0,0,1
hurl,0,0,0,0,0,0,0,0,0,0,0
hurrah,0,0,0,0,1,0,1,0,0,0,1
hurricane,0,0,0,1,0,1,0,0,0,0,1
hurried,0,1,0,0,0,1,0,0,0,0,1
hurry,0,1,0,0,0,0,0,0,0,0,1
hurt,1,0,0,1,0,1,0,1,0,0,1
hurtful,1,0,1,1,0,1,0,1,0,0,1
hurting,1,0,0,1,0,1,0,1,0,0,1
husbandry,0,0,0,0,0,0,1,0,0,1,1
hush,0,0,0,0,0,0,1,0,0,0,1
hushed,0,0,0,0,0,0,0,0,0,0,0
husk,0,0,0,0,0,0,0,0,0,0,0
husky,0,0,0,0,0,0,0,0,0,0,0
hustle,0,0,0,0,0,0,0,0,0,0,0
hustler,0,0,0,0,0,1,0,0,0,0,1
hut,0,0,0,0,0,0,1,1,0,0,1
hutch,0,0,0,0,0,0,0,0,0,0,0
hyacinth,0,0,0,0,0,0,0,0,0,0,0
hybrid,0,0,0,0,0,0,0,0,0,0,0
hydra,0,0,0,1,0,1,0,0,0,0,1
hydraulics,0,0,0,0,0,0,0,0,0,0,0
hydrocephalus,0,0,1,1,0,1,0,1,0,0,1
hydrodynamics,0,0,0,0,0,0,0,0,0,0,0
hydrogen,0,0,0,0,0,0,0,0,0,0,0
hydrographic,0,0,0,0,0,0,0,0,0,0,0
hydrology,0,0,0,0,0,0,0,0,0,0,0
hygiene,0,0,0,0,0,0,0,0,0,0,0
hygienic,0,0,0,0,0,0,1,0,0,0,1
hymn,0,1,0,0,1,0,1,1,0,1,1
hype,0,1,0,0,0,1,0,0,0,0,1
hyperbole,0,0,0,0,0,1,0,0,0,0,1
hypertrophy,0,0,1,1,0,0,0,0,1,0,1
hyphen,0,0,0,0,0,0,0,0,0,0,0
hypnotic,0,0,0,0,0,0,0,0,0,0,0
hypnotized,0,0,0,0,0,0,0,0,0,0,0
hypocrisy,0,0,0,0,0,1,0,0,0,0,1
hypocrite,0,0,1,0,0,1,0,0,0,0,1
hypocritical,0,0,1,0,0,1,0,0,0,0,1
hypothesis,0,1,0,0,0,0,0,0,1,0,1
hypothetical,0,0,0,0,0,0,0,0,0,0,0
hysteria,0,0,0,1,0,1,0,0,0,0,1
hysterical,1,0,0,1,0,1,0,0,0,0,1
ice,0,0,0,0,0,0,0,0,0,0,0
iceberg,0,0,0,0,0,0,0,0,0,0,0
icon,0,0,0,0,0,0,0,0,0,0,0
iconic,0,0,0,0,0,0,0,0,0,0,0
iconography,0,0,0,0,0,0,0,0,0,0,0
icy,0,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,0,0,0,0
idealism,0,0,0,0,0,0,1,0,0,0,1
idealist,0,0,0,0,0,0,0,0,0,0,0
identical,0,0,0,0,0,0,0,0,0,0,0
identically,0,0,0,0,0,0,0,0,0,0,0
identification,0,0,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,0,0,0,0,0,0
ideology,0,0,0,0,0,0,0,0,0,0,0
idiocy,1,0,1,0,0,1,0,1,0,0,1
idiom,0,0,0,0,0,0,0,0,0,0,0
idiomatic,0,0,0,0,0,0,0,0,0,0,0
idiot,0,0,1,0,0,1,0,0,0,0,1
idiotic,1,0,1,0,0,1,0,0,0,0,1
idle,0,0,0,0,0,0,0,0,0,0,0
idleness,0,0,0,0,0,0,0,0,0,0,0
idler,0,0,0,0,0,1,0,0,0,0,1
idol,0,0,0,0,0,0,1,0,0,0,1
idolatry,0,0,1,1,0,1,0,0,0,0,1
igloo,0,0,0,0,0,0,0,0,0,0,0
igneous,0,0,0,0,0,0,0,0,0,0,0
ignite,0,0,0,0,0,0,0,0,0,0,0
ignition,0,0,0,0,0,0,0,0,0,0,0
ignorance,0,0,0,0,0,1,0,0,0,0,1
ignorant,0,0,1,0,0,1,0,0,0,0,1
ignore,0,0,0,0,0,1,0,0,0,0,1
ilk,0,0,0,0,0,0,0,0,0,0,0
ill,1,0,1,1,0,1,0,1,0,0,1
illegal,1,0,1,1,0,1,0,1,0,0,1
illegality,1,0,1,1,0,1,0,0,0,0,1
illegally,0,0,0,0,0,0,0,0,0,0,0
illegible,0,0,0,0,0,1,0,0,0,0,1
illegitimate,1,0,1,1,0,1,0,1,1,0,1
illicit,1,0,1,1,0,1,0,0,0,0,1
illiterate,0,0,1,0,0,1,0,0,0,0,1
illness,0,0,0,1,0,1,0,1,0,0,1
illogical,0,0,0,0,0,1,0,0,0,0,1
illuminate,0,1,0,0,1,0,1,0,1,0,1
illumination,0,0,0,0,1,0,1,0,1,1,1
illuminator,0,0,0,0,0,0,0,0,0,0,0
illusion,0,0,0,0,0,1,0,0,1,0,1
illustrate,0,0,0,0,0,0,1,0,0,0,1
illustration,0,0,0,0,0,0,0,0,0,0,0
illustrative,0,0,0,0,0,0,0,0,0,0,0
illustrious,0,0,0,0,0,0,1,0,0,0,1
image,0,0,0,0,0,0,0,0,0,0,0
imagery,0,0,0,0,0,0,0,0,0,0,0
imaginary,0,0,0,0,0,0,0,0,0,0,0
imagination,0,0,0,0,0,0,0,0,0,0,0
imaginative,0,0,0,0,0,0,1,0,0,0,1
imagine,0,0,0,0,0,0,0,0,0,0,0
imagined,0,0,0,0,0,0,0,0,0,0,0
imagining,0,0,0,0,0,0,0,0,0,0,0
imam,0,0,0,0,0,0,0,0,0,0,0
imbedded,0,0,0,0,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,0,0,0
imitated,0,0,0,0,0,1,0,0,0,0,1
imitation,0,0,0,0,0,1,0,0,0,0,1
immaculate,0,0,0,0,1,0,1,0,0,1,1
immaterial,0,0,0,0,0,0,0,0,0,0,0
immature,0,1,0,0,0,1,0,0,0,0,1
immaturity,1,1,0,0,0,1,0,0,0,0,1
immeasurable,0,0,0,0,0,0,0,0,0,0,0
immeasurably,0,0,0,0,0,0,0,0,0,0,0
immediacy,0,0,0,0,0,0,0,0,1,0,1
immediately,0,1,0,0,0,1,1,0,0,0,1
immemorial,0,0,0,0,0,0,0,0,0,0,0
immense,0,0,0,0,0,0,1,0,0,0,1
immerse,0,1,0,1,1,0,1,0,1,1,1
immersion,0,0,0,0,0,0,0,0,0,0,0
immigrant,0,0,0,1,0,0,0,0,0,0,1
immigration,0,0,0,0,0,0,0,0,0,0,0
imminent,0,1,0,1,0,0,0,0,0,0,1
immoral,1,0,1,1,0,1,0,1,0,0,1
immorality,1,0,1,0,0,1,0,0,0,0,1
immortal,0,0,0,0,0,0,1,0,0,0,1
immortality,0,1,0,0,0,0,0,0,0,0,1
immovable,0,0,0,0,0,1,1,0,0,1,1
immune,0,0,0,0,0,0,0,0,0,0,0
immunity,0,0,0,0,0,0,0,0,0,0,0
immunization,0,0,0,0,0,0,0,0,0,1,1
immutable,0,0,0,0,0,0,0,0,0,0,0
imp,0,0,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,0,0,0,0,0,0
impair,0,0,0,0,0,1,0,0,0,0,1
impairment,0,0,0,0,0,1,0,0,0,0,1
impart,0,0,0,0,0,0,1,0,0,1,1
impartial,0,0,0,0,0,0,1,0,0,1,1
impartiality,0,0,0,0,0,0,1,0,0,1,1
impassable,0,0,0,0,0,1,0,0,0,0,1
impassioned,0,0,0,0,0,0,0,0,0,0,0
impatience,0,0,0,0,0,1,0,0,0,0,1
impatient,0,1,0,0,0,1,0,0,0,0,1
impeach,0,0,1,1,0,1,0,0,0,0,1
impeachment,0,0,0,0,0,1,0,0,0,0,1
impeccable,0,0,0,0,0,0,1,0,0,1,1
impede,0,0,0,0,0,1,0,0,0,0,1
impediment,0,0,0,0,0,0,0,0,0,0,0
impelled,0,0,0,0,0,0,0,0,0,0,0
impending,0,1,0,1,0,0,0,0,0,0,1
impenetrable,0,0,0,0,0,0,0,0,0,1,1
imperative,0,0,0,0,0,0,0,0,0,0,0
imperceptible,0,0,0,0,0,0,0,0,0,0,0
imperfection,0,0,0,0,0,1,0,0,0,0,1
imperfectly,0,0,0,0,0,1,0,0,0,0,1
imperial,0,0,0,0,0,0,0,0,0,0,0
impermeable,1,0,0,1,0,0,0,0,0,0,1
impermissible,0,0,0,0,0,0,0,0,0,0,0
impersonal,0,0,0,0,0,0,0,0,0,0,0
impersonate,0,0,0,0,0,1,0,0,0,0,1
impersonation,0,0,0,0,0,1,0,0,0,0,1
impervious,0,0,0,0,0,0,1,0,0,0,1
impetus,0,0,0,0,0,0,0,0,0,0,0
implacable,0,0,0,0,0,1,0,0,0,0,1
implant,0,0,0,0,0,0,0,0,0,0,0
implantation,0,0,0,0,0,0,0,0,0,0,0
implanted,0,0,0,0,0,0,0,0,0,0,0
implement,0,0,0,0,0,0,0,0,0,0,0
implicate,1,0,0,0,0,1,0,0,0,0,1
implicated,0,0,0,0,0,0,0,0,0,0,0
implication,0,0,0,0,0,0,0,0,0,0,0
implied,0,0,0,0,0,0,0,0,0,0,0
implore,0,0,0,0,0,0,0,0,0,0,0
implosion,0,0,0,0,0,0,0,0,0,0,0
imply,0,0,0,0,0,0,0,0,0,0,0
impolite,0,0,1,0,0,1,0,0,0,0,1
import,0,0,0,0,0,0,0,0,0,0,0
importance,0,1,0,0,0,0,1,0,0,0,1
important,0,0,0,0,0,0,1,0,0,1,1
importation,0,0,0,0,0,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,0,0
imposing,0,0,0,0,0,0,0,0,0,0,0
imposition,0,0,0,0,0,1,0,0,0,0,1
impossibility,0,0,0,0,0,0,0,0,0,0,0
impossible,0,0,0,0,0,1,0,1,0,0,1
impotence,1,0,0,1,0,1,0,1,0,0,1
impotent,0,0,0,0,0,1,0,0,0,0,1
impound,0,0,0,0,0,1,0,0,0,0,1
impracticable,0,0,0,0,0,1,0,0,0,0,1
impress,0,0,0,0,0,0,1,0,0,0,1
impression,0,0,0,0,0,0,1,0,0,0,1
impressionable,0,0,0,0,0,0,0,0,0,1,1
imprint,0,0,0,0,0,0,0,0,0,0,0
imprison,0,0,0,0,0,1,0,0,0,0,1
imprisoned,1,0,1,1,0,1,0,1,0,0,1
imprisonment,1,0,1,1,0,1,0,1,0,0,1
improbable,0,0,0,0,0,0,0,0,0,0,0
impromptu,0,0,0,0,0,0,0,0,0,0,0
impropriety,0,0,0,0,0,1,0,0,0,0,1
improve,0,1,0,0,1,0,1,0,0,1,1
improved,0,0,0,0,0,0,1,0,0,0,1
improvement,0,0,0,0,1,0,1,0,0,1,1
improving,0,0,0,0,0,0,1,0,0,0,1
improvisation,0,0,0,0,0,0,0,0,1,0,1
improvise,0,1,0,0,0,0,1,0,1,0,1
improvised,0,0,0,0,0,0,0,0,0,0,0
imprudent,0,0,0,0,0,1,0,1,0,0,1
impulse,0,0,0,0,0,0,0,0,0,0,0
impunity,0,0,0,0,0,0,0,0,0,0,0
impure,0,0,1,0,0,1,0,0,0,0,1
impurity,0,0,1,0,0,1,0,0,0,0,1
imputation,0,0,0,0,0,1,0,0,0,0,1
inability,0,0,0,0,0,1,0,1,0,0,1
inaccessible,0,0,0,0,0,1,0,0,0,0,1
inaccurate,0,0,0,0,0,1,0,0,0,0,1
inaction,0,0,0,0,0,1,0,0,0,0,1
inactivate,0,0,0,0,0,0,0,0,0,0,0
inactivation,0,0,0,0,0,0,0,0,0,0,0
inactive,0,0,0,0,0,0,0,0,0,0,0
inactivity,0,0,0,0,0,1,0,0,0,0,1
inadequacy,0,0,0,0,0,1,0,0,0,0,1
inadequate,0,0,0,0,0,1,0,1,0,0,1
inadmissible,1,0,1,0,0,1,0,0,0,0,1
inadvertent,0,0,0,0,0,0,0,0,0,0,0
inadvertently,0,0,0,0,0,0,0,0,0,0,0
inalienable,0,0,0,0,0,0,1,0,0,0,1
inane,0,0,0,0,0,1,0,0,0,0,1
inanimate,0,0,0,0,0,0,0,0,0,0,0
inapplicable,0,0,0,0,0,1,0,0,0,0,1
inappropriate,1,0,1,0,0,1,0,1,0,0,1
inattention,1,0,0,0,0,1,0,0,0,0,1
inaudible,0,0,0,0,0,1,0,0,0,0,1
inaugural,0,1,0,0,0,0,0,0,0,0,1
inaugurate,0,0,0,0,0,0,0,0,0,0,0
inauguration,0,1,0,0,1,0,1,0,0,1,1
inborn,0,0,0,0,0,0,0,0,0,0,0
inbred,0,0,0,0,0,0,0,0,0,0,0
incalculable,0,0,0,0,0,1,0,0,0,0,1
incandescent,0,0,0,0,0,0,0,0,0,0,0
incapable,0,0,0,0,0,0,0,0,0,0,0
incapacity,0,0,0,0,0,1,0,0,0,0,1
incarceration,1,0,1,1,0,1,0,1,0,0,1
incase,1,0,1,1,0,1,0,1,0,0,1
incendiary,1,0,0,1,0,1,0,0,1,0,1
incense,1,0,0,0,0,1,0,0,0,0,1
incentive,0,0,0,0,0,0,0,0,0,0,0
inception,0,0,0,0,0,0,0,0,0,0,0
incessant,0,0,0,0,0,1,0,0,0,0,1
incessantly,0,0,0,0,0,0,0,0,0,0,0
incest,1,0,1,1,0,1,0,1,0,0,1
incestuous,0,0,1,0,0,1,0,0,0,0,1
inch,0,0,0,0,0,0,0,0,0,0,0
incidence,0,0,0,0,0,0,0,0,0,0,0
incident,0,0,0,0,0,0,0,0,1,0,1
incidentally,0,0,0,0,0,0,0,0,0,0,0
incineration,0,0,0,0,0,1,0,0,0,0,1
incipient,0,0,0,0,0,0,0,0,0,0,0
incision,0,0,0,0,0,0,0,0,0,0,0
incisive,0,0,0,0,0,0,1,0,0,0,1
incite,1,1,0,1,0,1,0,0,0,0,1
incitement,0,0,0,0,0,0,0,0,0,0,0
inclement,0,0,0,0,0,1,0,0,0,0,1
inclination,0,0,0,0,0,0,0,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,1,1
inclined,0,0,0,0,0,0,0,0,0,0,0
include,0,0,0,0,0,0,1,0,0,0,1
included,0,0,0,0,0,0,1,0,0,0,1
including,0,0,0,0,0,0,1,0,0,0,1
inclusion,0,0,0,0,0,0,0,0,0,1,1
inclusive,0,0,0,0,0,0,1,0,0,0,1
incognito,0,0,0,0,0,0,0,0,0,0,0
incoherent,0,0,0,0,0,1,0,0,0,0,1
income,0,1,0,0,1,1,1,1,0,1,1
incoming,0,0,0,0,0,0,0,0,0,0,0
incompatible,1,0,1,0,0,1,0,1,0,0,1
incompetence,0,0,0,0,0,1,0,0,0,0,1
incompetent,1,0,0,0,0,1,0,1,0,0,1
incompletely,0,0,0,0,0,0,0,0,0,0,0
incompleteness,0,0,0,0,0,1,0,0,0,0,1
incomprehensible,0,0,0,0,0,1,0,0,0,0,1
inconclusive,0,0,0,0,0,0,0,0,0,0,0
incongruous,1,0,0,0,0,1,0,0,0,0,1
inconsequential,0,0,0,0,0,1,0,1,0,0,1
inconsiderate,1,0,1,0,0,1,0,1,0,0,1
inconsistency,0,0,0,0,0,1,0,0,0,0,1
inconspicuous,0,0,0,0,0,0,0,0,0,0,0
incontinence,0,0,0,0,0,0,0,0,1,0,1
inconvenient,1,0,1,0,0,1,0,1,0,0,1
incorporate,0,0,0,0,0,0,0,0,0,0,0
incorporation,0,0,0,0,0,0,0,0,0,0,0
incorrect,0,0,0,0,0,1,0,0,0,0,1
increase,0,0,0,0,0,0,1,0,0,0,1
increased,0,0,0,0,0,0,0,0,0,0,0
incredulous,1,0,1,0,0,1,0,0,0,0,1
increment,0,0,0,0,0,0,0,0,0,0,0
incrimination,0,0,0,1,0,1,0,1,0,0,1
incubation,0,0,0,0,0,0,0,0,0,0,0
incubus,0,0,1,1,0,1,0,0,0,0,1
incur,0,0,0,0,0,1,0,0,0,0,1
incurable,1,0,1,1,0,1,0,1,0,0,1
incursion,0,0,0,1,0,1,0,0,0,0,1
indebted,0,0,0,0,0,0,0,0,0,0,0
indecency,1,0,1,0,0,0,0,0,0,0,1
indecent,0,0,1,0,0,1,0,0,0,0,1
indecision,0,0,0,0,0,1,0,0,0,0,1
indecisive,0,0,0,0,0,1,0,0,0,0,1
indefensible,0,0,0,1,0,1,0,0,0,0,1
indelible,0,0,0,0,0,0,1,0,0,1,1
indemnification,0,0,0,0,0,0,0,0,0,0,0
indemnify,0,0,0,0,0,1,0,0,0,0,1
indemnity,0,0,0,0,0,0,1,0,0,1,1
indent,0,0,0,0,0,0,0,0,0,1,1
indentation,0,0,0,0,0,0,0,0,0,0,0
indenture,1,0,0,0,0,1,0,0,0,0,1
independence,0,1,0,0,1,0,1,0,1,1,1
independent,0,0,0,0,0,0,0,0,0,0,0
indescribable,0,0,0,0,0,0,0,0,0,0,0
indestructible,0,0,0,0,0,0,1,0,0,1,1
indeterminate,0,0,0,0,0,1,0,0,0,0,1
index,0,0,0,0,0,0,0,0,0,0,0
indicating,0,0,0,0,0,0,0,0,0,0,0
indication,0,0,0,0,0,0,0,0,0,0,0
indicative,0,0,0,0,0,0,0,0,0,0,0
indicator,0,0,0,0,0,0,0,0,0,0,0
indice,0,0,0,0,0,0,0,0,0,0,0
indict,1,0,0,1,0,1,0,0,0,0,1
indictment,0,0,0,1,0,1,0,0,0,0,1
indifference,1,0,1,1,0,1,0,1,0,0,1
indigenous,0,0,0,0,0,0,0,0,0,0,0
indigent,0,0,0,0,0,1,0,1,0,0,1
indigestion,0,0,0,0,0,0,0,0,0,0,0
indignant,1,0,0,0,0,1,0,0,0,0,1
indignation,1,0,1,0,0,1,0,0,0,0,1
indigo,0,0,0,0,0,0,0,0,0,0,0
indirect,0,0,0,0,0,0,0,0,0,0,0
indispensable,0,0,0,0,0,0,0,0,0,0,0
indistinct,0,0,0,0,0,1,0,0,0,0,1
indistinguishable,0,0,0,0,0,0,0,0,0,0,0
individuality,0,0,0,0,0,0,1,0,0,0,1
indivisible,0,0,0,0,0,0,0,0,0,1,1
indoctrination,1,0,0,1,0,1,0,0,0,0,1
indolent,0,0,0,0,0,1,0,0,0,0,1
indomitable,0,0,0,1,0,0,1,0,0,0,1
indoor,0,0,0,0,0,0,0,0,0,0,0
induce,0,0,0,0,0,0,0,0,0,0,0
induced,0,0,0,0,0,0,0,0,0,0,0
inducement,0,0,0,0,0,0,0,0,0,0,0
induction,0,0,0,0,0,0,0,0,0,0,0
indulge,0,0,0,0,0,0,0,0,0,0,0
indulgence,0,0,0,0,0,0,0,0,0,0,0
indulgent,0,0,0,0,0,0,0,0,0,0,0
industrious,0,0,0,0,0,0,0,0,0,0,0
industry,0,0,0,0,0,0,0,0,0,0,0
ineffable,0,0,0,0,0,0,1,0,0,0,1
ineffective,0,0,0,0,0,1,0,0,0,0,1
ineffectual,0,0,1,0,0,1,0,0,0,0,1
inefficiency,0,0,1,0,0,1,0,1,0,0,1
inefficient,0,0,0,0,0,1,0,1,0,0,1
inelastic,0,0,0,0,0,0,0,0,0,0,0
ineligible,0,0,0,0,0,0,0,0,0,0,0
inept,1,0,1,0,0,1,0,0,0,0,1
ineptitude,0,0,1,1,0,1,0,1,0,0,1
inequality,1,0,0,1,0,1,0,1,0,0,1
inequitable,0,0,0,0,0,1,0,0,0,0,1
inert,0,0,0,0,0,1,0,0,0,0,1
inertia,0,0,0,0,0,0,0,0,0,0,0
inevitable,0,0,0,0,0,0,0,0,0,0,0
inexact,0,0,0,0,0,0,0,0,0,0,0
inexcusable,1,0,1,0,0,1,0,1,0,0,1
inexhaustible,0,0,0,0,0,0,0,0,0,0,0
inexpensive,0,0,0,0,0,0,1,0,0,0,1
inexperience,0,0,0,0,0,1,0,0,0,0,1
inexperienced,0,0,0,0,0,1,0,0,0,0,1
inexplicable,0,0,0,0,0,1,0,0,1,0,1
infallibility,0,0,0,0,0,0,0,0,0,1,1
infallible,0,0,0,0,0,0,1,0,0,0,1
infamous,1,0,1,1,0,1,0,0,0,0,1
infamy,0,0,0,0,0,1,0,1,0,0,1
infancy,0,0,0,0,0,0,0,0,0,0,0
infant,0,1,0,1,1,0,1,0,1,0,1
infanticide,1,1,1,1,0,1,0,1,0,0,1
infantile,1,0,1,0,0,1,0,0,0,0,1
infantry,0,0,0,0,0,0,0,0,0,0,0
infarct,0,0,0,1,0,1,0,0,1,0,1
infatuation,0,0,0,0,0,0,0,0,0,0,0
infeasible,0,0,0,0,0,0,0,0,0,0,0
infect,0,0,1,0,0,1,0,0,0,0,1
infection,0,0,0,1,0,1,0,0,0,0,1
infectious,0,0,1,1,0,1,0,1,0,0,1
infer,0,0,0,0,0,0,0,0,0,0,0
inference,0,0,0,0,0,0,0,0,0,0,0
inferential,0,0,0,0,0,0,0,0,0,0,0
inferior,0,0,0,0,0,1,0,1,0,0,1
inferiority,0,0,0,0,0,1,0,0,0,0,1
inferno,1,0,0,1,0,1,0,0,0,0,1
infertile,0,0,0,0,0,0,0,0,0,0,0
infertility,0,0,0,0,0,1,0,1,0,0,1
infestation,0,0,1,1,0,1,0,0,0,0,1
infidel,1,0,1,1,0,1,0,0,0,0,1
infidelity,1,0,1,1,0,1,0,1,0,0,1
infiltration,0,0,0,0,0,1,1,0,0,0,1
infinite,0,0,0,0,0,0,1,0,0,0,1
infinitely,0,0,0,0,0,0,0,0,0,0,0
infinitesimal,0,0,0,0,0,0,0,0,0,0,0
infinity,0,1,0,0,1,0,1,0,0,1,1
infirm,0,0,0,0,0,1,0,0,0,0,1
infirmary,0,0,0,0,0,0,0,0,0,0,0
infirmity,0,0,0,1,0,1,0,0,0,0,1
inflammation,0,0,0,0,0,1,0,0,0,0,1
inflated,0,0,0,0,0,1,0,0,0,0,1
inflation,0,0,0,1,0,1,0,0,0,0,1
inflection,0,0,0,0,0,0,0,0,0,0,0
inflict,1,0,0,1,0,1,0,1,0,0,1
infliction,0,0,0,1,0,1,0,1,0,0,1
inflorescence,0,0,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,1,1,0,0,0,1
influential,0,0,0,0,0,0,1,0,0,1,1
influenza,0,0,0,0,0,1,0,0,0,0,1
influx,0,0,0,0,0,0,0,0,0,0,0
inform,0,0,0,0,0,0,0,0,0,1,1
informal,0,0,0,0,0,0,0,0,0,0,0
informant,0,0,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,0,1,0,0,0,1
informed,0,0,0,0,0,0,0,0,0,0,0
informer,0,0,0,0,0,1,0,0,0,0,1
infraction,1,0,0,0,0,1,0,0,0,0,1
infrequent,0,0,0,0,0,0,0,0,1,0,1
infrequently,0,0,0,0,0,1,0,0,0,0,1
infringement,0,0,0,0,0,1,0,0,0,0,1
infuse,0,0,0,0,0,0,0,0,0,0,0
infused,0,0,0,0,0,0,0,0,0,0,0
infusion,0,0,0,0,0,0,0,0,0,0,0
ingenious,0,0,0,0,0,0,1,0,0,0,1
ingenuity,0,0,0,0,0,0,0,0,0,0,0
ingest,0,0,0,0,0,0,0,0,0,0,0
ingestion,0,0,0,0,0,0,0,0,0,0,0
ingot,0,0,0,0,0,0,0,0,0,0,0
ingrained,0,0,0,0,0,0,0,0,0,0,0
ingredient,0,0,0,0,0,0,0,0,0,0,0
ingress,0,0,0,0,0,0,0,0,0,0,0
inhabit,0,0,0,0,0,0,0,0,0,0,0
inhabitant,0,0,0,0,0,0,0,0,0,0,0
inhabited,0,0,0,0,0,0,0,0,0,0,0
inhabiting,0,0,0,0,0,0,0,0,0,0,0
inhalation,0,0,0,0,0,0,0,0,0,0,0
inhale,0,0,0,0,0,0,0,0,0,0,0
inherent,0,0,0,0,0,0,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,0,0,0
inheritance,0,1,0,0,1,0,1,0,1,1,1
inhibit,1,0,1,0,0,1,0,1,0,0,1
inhibition,0,0,0,0,0,0,0,0,0,0,0
inhospitable,0,0,0,0,0,1,0,1,0,0,1
inhuman,1,0,1,1,0,1,0,1,0,0,1
inhumanity,0,0,0,0,0,1,0,1,0,0,1
inimical,1,0,0,0,0,1,0,1,0,0,1
inimitable,0,0,0,0,0,0,1,0,0,1,1
iniquity,0,0,1,0,0,1,0,0,0,0,1
initial,0,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,0,0
initiated,0,0,0,0,0,0,0,0,0,0,0
initiative,0,0,0,0,0,0,0,0,0,0,0
inject,0,0,0,0,0,0,0,0,0,0,0
injection,0,0,0,1,0,0,0,0,0,0,1
injunction,0,0,0,0,0,1,0,0,0,0,1
injure,1,0,0,1,0,1,0,1,0,0,1
injured,0,0,0,1,0,1,0,1,0,0,1
injurious,1,0,0,1,0,1,0,1,0,0,1
injury,1,0,0,1,0,1,0,1,0,0,1
injustice,1,0,0,0,0,1,0,0,0,0,1
ink,0,0,0,0,0,0,0,0,0,0,0
inkling,0,0,0,0,0,0,0,0,0,0,0
inland,0,0,0,0,0,0,0,0,0,0,0
inlay,0,0,0,0,0,0,0,0,0,0,0
inlet,0,0,0,0,0,0,0,0,0,0,0
inmate,0,0,1,1,0,1,0,0,0,0,1
inn,0,0,0,0,0,0,0,0,0,0,0
innate,0,0,0,0,0,0,0,0,0,0,0
innermost,0,0,0,0,0,0,0,0,0,0,0
innings,0,0,0,0,0,0,0,0,0,0,0
innkeeper,0,0,0,0,0,0,0,0,0,0,0
innocence,0,0,0,0,0,0,1,0,0,0,1
innocent,0,0,0,0,0,0,1,0,0,1,1
innocently,0,0,0,0,0,0,1,0,0,0,1
innocuous,0,0,0,0,0,0,1,0,0,0,1
innovate,0,0,0,0,0,0,1,0,0,0,1
innovation,0,0,0,0,0,0,1,0,0,0,1
innuendo,0,0,0,0,0,0,0,0,0,0,0
innumerable,0,0,0,0,0,0,0,0,0,0,0
inoculation,0,1,0,0,0,0,0,0,0,1,1
inoperative,1,0,0,0,0,1,0,0,0,0,1
